,ItinID,MktID,MktCoupons,Quarter,Origin,OriginWac,Dest,DestWac,Miles,ContiguousUSA,NumTicketsOrdered,AirlineCompany,PricePerTicket
209579,2.01812E+11,2.01812E+13,1,1,MCO,33,MSP,63,1310,2,1,DL,234.36
643083,2.01811E+11,2.01811E+13,1,1,LAX,91,BOS,13,2611,2,1,B6,399
489952,2.01811E+11,2.01811E+13,1,1,SEA,93,BOS,13,2496,2,1,AS,402
376205,20181639314,2.01816E+12,1,1,MIA,33,SJU,3,1045,1,1,AA,558
848750,2.01814E+11,2.01814E+13,1,1,LGA,22,DAL,74,1381,2,1,WN,237.5
983330,2.01814E+11,2.01814E+13,1,1,LAX,91,SMF,91,373,2,12,WN,156
269752,2.01814E+11,2.01814E+13,1,1,MIA,33,EWR,21,1085,2,1,UA,189
271610,2.01814E+11,2.01814E+13,2,1,MSN,45,LAS,85,1454,2,1,UA,318
380800,20181653353,2.01817E+12,1,1,MSP,63,PHL,23,980,2,1,AA,436
156238,2.01812E+11,2.01812E+13,1,1,ATL,34,MIA,33,594,2,1,DL,137.49
715971,2.01812E+11,2.01812E+13,1,1,DCA,38,SLC,87,1851,2,2,DL,358
750310,2.01813E+11,2.01813E+13,1,1,JFK,22,MSP,63,1029,2,4,SY,150
471827,2.01811E+11,2.01811E+13,1,1,PDX,92,ORD,41,1739,2,4,AS,98
557408,2.01811E+11,2.01811E+13,1,1,BOS,13,LAS,85,2381,2,1,B6,988
810223,2.01814E+11,2.01814E+13,1,1,BWI,35,MCO,33,787,2,3,WN,209
782046,2.01814E+11,2.01814E+13,1,1,BOS,13,AUS,74,1698,2,1,WN,101.18
382665,20181658762,2.01817E+12,1,1,DFW,74,MSY,72,447,2,1,AA,237
361669,20181611661,2.01816E+12,1,1,BWI,35,MIA,33,946,2,1,AA,327.68
691393,2.01812E+11,2.01812E+13,1,1,JFK,22,SAT,74,1587,2,2,DL,116
857001,2.01814E+11,2.01814E+13,1,1,DAL,74,SFO,91,1476,2,1,WN,309.55
119871,2.01812E+11,2.01812E+13,1,1,HNL,2,LAX,91,2556,1,2,DL,266
746992,2.01812E+11,2.01812E+13,1,1,TPA,33,SLC,87,1888,2,1,DL,275
326576,2.01814E+11,2.01814E+13,1,1,RDU,36,EWR,21,416,2,9,UA,168
1039314,20181335333,2.01813E+12,1,1,RIC,38,DFW,74,1158,2,1,AA,449.5
344115,20181532980,2.01815E+12,1,1,LGA,22,DFW,74,1389,2,7,AA,168.5
890244,2.01814E+11,2.01814E+13,1,1,DEN,82,SJC,91,948,2,5,WN,98
929426,2.01814E+11,2.01814E+13,1,1,LAX,91,HOU,74,1390,2,6,WN,110
955857,2.01814E+11,2.01814E+13,1,1,AUS,74,LAS,85,1090,2,1,WN,200
816139,2.01814E+11,2.01814E+13,1,1,BWI,35,PWM,12,452,2,1,WN,685
1022076,20181312717,2.01813E+12,1,1,LAX,91,DFW,74,1235,2,1,AA,310.5
490380,2.01811E+11,2.01811E+13,1,1,BUR,91,SEA,93,937,2,2,AS,129
516420,2.01811E+11,2.01811E+13,1,1,SEA,93,SAN,91,1050,2,1,AS,213
521816,2.01811E+11,2.01811E+13,1,1,SMF,91,SEA,93,605,2,1,AS,208
237870,2.01814E+11,2.01814E+13,1,1,SMF,91,IAH,74,1609,2,1,UA,563.5
318445,2.01814E+11,2.01814E+13,1,1,ORD,41,PDX,92,1739,2,2,UA,135.5
231551,2.01814E+11,2.01814E+13,1,1,PDX,92,IAH,74,1825,2,1,UA,199
998803,20181287064,2.01813E+12,1,1,DEN,82,ORD,41,888,2,2,AA,102
558185,2.01811E+11,2.01811E+13,1,1,BOS,13,LAX,91,2611,2,3,B6,298.5
525309,2.01811E+11,2.01811E+13,1,1,SFO,91,PDX,92,550,2,5,AS,205
421191,20181739623,2.01817E+12,1,1,PBI,33,PHL,23,951,2,1,AA,727
840607,2.01814E+11,2.01814E+13,1,1,DAL,74,BOS,13,1554,2,2,WN,591
773752,2.01814E+11,2.01814E+13,1,1,MDW,41,BNA,54,395,2,8,WN,169.5
290252,2.01814E+11,2.01814E+13,1,1,ORD,41,IAH,74,925,2,2,UA,390
969476,2.01814E+11,2.01814E+13,1,1,STL,64,LAX,91,1592,2,1,WN,192.89
632606,2.01811E+11,2.01811E+13,1,1,PHX,81,JFK,22,2153,2,1,B6,336
854411,2.01814E+11,2.01814E+13,1,1,DAL,74,PHX,81,879,2,2,WN,172.5
303384,2.01814E+11,2.01814E+13,1,1,ORD,41,PHL,23,678,2,1,UA,221.5
114110,2.01812E+11,2.01812E+13,1,1,LAX,91,ATL,34,1947,2,6,DL,476
646139,2.01811E+11,2.01811E+13,1,1,LGA,22,BOS,13,184,2,3,B6,203
950628,2.01814E+11,2.01814E+13,1,1,ISP,22,FLL,33,1092,2,7,WN,125.5
879438,2.01814E+11,2.01814E+13,1,1,MCO,33,DEN,82,1546,2,8,WN,155.5
974741,2.01814E+11,2.01814E+13,1,1,HOU,74,LAX,91,1390,2,5,WN,240.5
314827,2.01814E+11,2.01814E+13,1,1,ORD,41,TPA,33,1012,2,1,UA,141
191138,2.01812E+11,2.01812E+13,1,1,MSP,63,MCI,64,393,2,1,DL,149
636026,2.01811E+11,2.01811E+13,1,1,SAN,91,JFK,22,2446,2,6,B6,160
997929,20181284342,2.01813E+12,1,1,DEN,82,LAX,91,862,2,1,AA,146.5
226852,2.01814E+11,2.01814E+13,1,1,IAH,74,MCO,33,854,2,5,UA,308
970712,2.01814E+11,2.01814E+13,1,1,LAX,91,ATL,34,1947,2,3,WN,177
450277,2.01811E+11,2.01811E+13,1,1,LAS,85,PDX,92,763,2,2,AS,67
165744,2.01812E+11,2.01812E+13,1,1,MIA,33,ATL,34,594,2,1,DL,136
310199,2.01814E+11,2.01814E+13,1,1,OGG,2,ORD,41,4184,1,1,UA,693
748839,2.01813E+11,2.01813E+13,1,1,LAS,85,MSP,63,1299,2,1,SY,65.5
665408,2.01812E+11,2.01812E+13,1,1,ATL,34,PDX,92,2172,2,1,DL,288.5
881065,2.01814E+11,2.01814E+13,1,1,DEN,82,MKE,45,896,2,3,WN,93
626651,2.01811E+11,2.01811E+13,1,1,LGB,91,JFK,22,2465,2,1,B6,113
283192,2.01814E+11,2.01814E+13,1,1,DEN,82,ORD,41,888,2,5,UA,60.5
893368,2.01814E+11,2.01814E+13,1,1,TPA,33,DEN,82,1506,2,2,WN,158
348534,20181540378,2.01815E+12,1,1,ORD,41,LGA,22,733,2,2,AA,96
1024902,20181318276,2.01813E+12,1,1,DFW,74,MCO,33,985,2,1,AA,174
446608,2.01811E+11,2.01811E+13,1,1,SEA,93,IAD,38,2306,2,1,AS,196
874985,2.01814E+11,2.01814E+13,1,1,DEN,82,IAD,38,1452,2,1,WN,322.67
696165,2.01812E+11,2.01812E+13,1,1,SEA,93,DTW,43,1927,2,1,DL,170
69471,20181958326,2.0182E+12,1,1,ORD,41,SNA,91,1726,2,3,AA,209
632147,2.01811E+11,2.01811E+13,1,1,PBI,33,LGA,22,1035,2,1,B6,401.86
629804,2.01811E+11,2.01811E+13,1,1,JFK,22,OAK,91,2576,2,1,B6,446
611344,2.01811E+11,2.01811E+13,1,1,HPN,22,PBI,33,1056,2,4,B6,156.5
269846,2.01814E+11,2.01814E+13,1,1,MIA,33,EWR,21,1085,2,1,UA,336
964855,2.01814E+11,2.01814E+13,1,1,PHX,81,LAS,85,255,2,1,WN,144
875792,2.01814E+11,2.01814E+13,1,1,DEN,82,JAX,33,1447,2,9,WN,211
941870,2.01814E+11,2.01814E+13,1,1,IND,42,ATL,34,432,2,9,WN,276
102572,2.01812E+11,2.01812E+13,1,1,SAT,74,JFK,22,1587,2,1,DL,228.5
350649,20181569600,2.01816E+12,1,1,MCI,64,ORD,41,403,2,1,AA,284
339405,20181522355,2.01815E+12,1,1,LAX,91,PHX,81,370,2,1,AA,101.5
836881,2.01814E+11,2.01814E+13,1,1,CRP,74,DAL,74,352,2,3,WN,118.5
967788,2.01814E+11,2.01814E+13,1,1,LAS,85,SJC,91,386,2,10,WN,118
438116,2.01811E+11,2.01811E+13,1,1,BUR,91,SEA,93,937,2,1,AS,104
1010664,20181302389,2.01813E+12,1,1,DFW,74,DEN,82,641,2,14,AA,237
222799,2.01814E+11,2.01814E+13,1,1,IAH,74,LAX,91,1379,2,3,UA,586
903962,2.01814E+11,2.01814E+13,1,1,FLL,33,EWR,21,1065,2,2,WN,311
935291,2.01814E+11,2.01814E+13,1,1,HOU,74,PHX,81,1020,2,1,WN,218.5
964809,2.01814E+11,2.01814E+13,1,1,PHX,81,LAS,85,255,2,4,WN,123.5
904983,2.01814E+11,2.01814E+13,1,1,EWR,21,MDW,41,711,2,1,WN,90
973303,2.01814E+11,2.01814E+13,1,1,BNA,54,LAX,91,1797,2,1,WN,289.63
1036222,20181331698,2.01813E+12,1,1,DFW,74,PHX,81,868,2,2,AA,164
599593,2.01811E+11,2.01811E+13,1,1,FLL,33,BWI,35,925,2,5,B6,98.5
512571,2.01811E+11,2.01811E+13,1,1,SEA,93,PHX,81,1107,2,1,AS,282.27
900832,2.01814E+11,2.01814E+13,1,1,ELP,74,HOU,74,677,2,1,WN,177
738589,2.01812E+11,2.01812E+13,1,1,SRQ,33,LGA,22,1047,2,1,DL,149
951950,2.01814E+11,2.01814E+13,1,1,ISP,22,PBI,33,1052,2,1,WN,278
28220,20181806822,2.01818E+12,1,1,PHX,81,OGG,2,2845,1,2,AA,363.5
454542,2.01811E+11,2.01811E+13,1,1,SEA,93,LIH,2,2701,1,1,AS,263
397986,20181701846,2.01817E+12,1,1,LAS,85,ORD,41,1514,2,4,AA,218.5
374569,20181636284,2.01816E+12,1,1,RDU,36,MIA,33,700,2,1,AA,327.5
517905,2.01811E+11,2.01811E+13,1,1,SEA,93,SFO,91,679,2,1,AS,106
828496,2.01814E+11,2.01814E+13,1,1,ATL,34,RIC,38,481,2,1,WN,196.96
829908,2.01814E+11,2.01814E+13,1,1,DAL,74,CMH,44,919,2,1,WN,283.5
1020571,20181311455,2.01813E+12,1,1,DFW,74,LAS,85,1055,2,1,AA,757.5
825039,2.01814E+11,2.01814E+13,1,1,MDW,41,CLE,44,307,2,3,WN,206
872033,2.01814E+11,2.01814E+13,1,1,DTW,43,DEN,82,1123,2,1,WN,83
744185,2.01812E+11,2.01812E+13,1,1,LGA,22,TPA,33,1010,2,1,DL,234.08
411109,20181720795,2.01817E+12,1,1,ORD,41,RSW,33,1120,2,1,AA,244.43
186060,2.01812E+11,2.01812E+13,1,1,JFK,22,MSP,63,1029,2,2,DL,168.5
231123,2.01814E+11,2.01814E+13,1,1,IAH,74,ORD,41,925,2,2,UA,478.5
58068,20181916999,2.01819E+12,1,1,SFO,91,JFK,22,2586,2,13,AA,289
251575,2.01814E+11,2.01814E+13,1,1,IAH,74,LAX,91,1379,2,1,UA,288
152333,2.01812E+11,2.01812E+13,1,1,AUS,74,ATL,34,813,2,1,DL,160.44
328029,2.01814E+11,2.01814E+13,1,1,RNO,85,DEN,82,804,2,1,UA,147
462538,2.01811E+11,2.01811E+13,1,1,ANC,1,PDX,92,1542,1,1,AS,367.5
783769,2.01814E+11,2.01814E+13,1,1,BOS,13,DAL,74,1554,2,3,WN,131
248203,2.01814E+11,2.01814E+13,1,1,EWR,21,LAX,91,2454,2,1,UA,503
752264,2.01813E+11,2.01813E+13,1,1,MCO,33,MSP,63,1310,2,3,SY,223.5
528812,2.01811E+11,2.01811E+13,1,1,SJC,91,LIH,2,2466,1,1,AS,129.24
827111,2.01814E+11,2.01814E+13,1,1,BWI,35,CLT,36,361,2,2,WN,99.5
1031041,20181325480,2.01813E+12,1,1,DFW,74,OMA,65,583,2,1,AA,201.5
67354,20181951294,2.0182E+12,1,1,SMF,91,ORD,41,1781,2,1,AA,187.86
840316,2.01814E+11,2.01814E+13,1,1,DAL,74,BNA,54,623,2,6,WN,200
728922,2.01812E+11,2.01812E+13,1,1,SLC,87,PHX,81,507,2,1,DL,144
155230,2.01812E+11,2.01812E+13,1,1,MCO,33,ATL,34,404,2,2,DL,202
853001,2.01814E+11,2.01814E+13,1,1,DAL,74,OKC,73,181,2,1,WN,196
415923,20181725049,2.01817E+12,1,1,ORD,41,SLC,87,1250,2,1,AA,203.5
115226,2.01812E+11,2.01812E+13,1,1,LAX,91,BNA,54,1797,2,1,DL,233
892923,2.01814E+11,2.01814E+13,1,1,DEN,82,STL,64,770,2,1,WN,253.5
264602,2.01814E+11,2.01814E+13,1,1,MCO,33,EWR,21,937,2,3,UA,171
118355,2.01812E+11,2.01812E+13,1,1,DFW,74,LAX,91,1235,2,2,DL,140
71122,20181966238,2.0182E+12,1,1,STL,64,DFW,74,550,2,17,AA,140.5
810352,2.01814E+11,2.01814E+13,1,1,MCO,33,BWI,35,787,2,5,WN,261
771670,2.01813E+11,2.01813E+13,1,1,ORD,41,BOS,13,867,2,1,UA,143.5
123814,2.01812E+11,2.01812E+13,1,1,LAX,91,MCI,64,1363,2,1,DL,271
136584,2.01812E+11,2.01812E+13,1,1,LGA,22,DEN,82,1620,2,1,DL,363.5
344667,20181534182,2.01815E+12,1,1,LGA,22,DFW,74,1389,2,1,AA,378.13
704210,2.01812E+11,2.01812E+13,1,1,SEA,93,RDU,36,2354,2,1,DL,390
155599,2.01812E+11,2.01812E+13,1,1,ATL,34,MCO,33,404,2,9,DL,100.5
649547,2.01811E+11,2.01811E+13,1,1,PBI,33,EWR,21,1023,2,2,B6,104.88
1004599,20181293812,2.01813E+12,1,1,BWI,35,DFW,74,1217,2,2,AA,220
398312,20181702014,2.01817E+12,1,1,LAS,85,ORD,41,1514,2,1,AA,353
472691,2.01811E+11,2.01811E+13,1,1,PDX,92,PHX,81,1009,2,6,AS,255.5
848293,2.01814E+11,2.01814E+13,1,1,DAL,74,LGA,22,1381,2,1,WN,114
606127,2.01811E+11,2.01811E+13,1,1,FLL,33,PHL,23,992,2,2,B6,136
582072,2.01811E+11,2.01811E+13,1,1,CLE,44,BOS,13,563,2,1,B6,154.5
562544,2.01811E+11,2.01811E+13,1,1,BOS,13,PBI,33,1197,2,1,B6,274
235237,2.01814E+11,2.01814E+13,1,1,SEA,93,IAH,74,1874,2,1,UA,313.5
867420,2.01814E+11,2.01814E+13,1,1,AUS,74,DEN,82,775,2,1,WN,93.5
57889,20181916551,2.01819E+12,2,1,SFO,91,TPA,33,2393,2,1,AA,226
533291,2.01811E+11,2.01811E+13,1,1,SMF,91,OGG,2,2404,1,1,AS,407
762204,2.01813E+11,2.01813E+13,1,1,AUS,74,DEN,82,775,2,1,UA,212
382488,20181658588,2.01817E+12,1,1,MSY,72,DFW,74,447,2,1,AA,85.79
359761,20181605634,2.01816E+12,1,1,MIA,33,BOS,13,1258,2,2,AA,744
980743,2.01814E+11,2.01814E+13,1,1,RNO,85,LAX,91,391,2,1,WN,220.5
567086,2.01811E+11,2.01811E+13,1,1,BOS,13,RSW,33,1249,2,13,B6,161
801700,2.01814E+11,2.01814E+13,1,1,BWI,35,CLT,36,361,2,2,WN,171.5
764884,2.01813E+11,2.01813E+13,1,1,SFO,91,AUS,74,1504,2,1,UA,208
766862,2.01813E+11,2.01813E+13,1,1,BOI,83,DEN,82,649,2,1,UA,151.5
380103,20181650505,2.01817E+12,1,1,MSP,63,DFW,74,852,2,1,AA,324
882270,2.01814E+11,2.01814E+13,1,1,DEN,82,MSY,72,1062,2,1,WN,198.5
241434,2.01814E+11,2.01814E+13,1,1,LAS,85,DEN,82,628,2,1,UA,258
924321,2.01814E+11,2.01814E+13,1,1,DAL,74,HOU,74,239,2,2,WN,203
459021,2.01811E+11,2.01811E+13,1,1,OAK,91,SEA,93,672,2,6,AS,146
638978,2.01811E+11,2.01811E+13,1,1,JFK,22,SJU,3,1598,1,1,B6,259.5
351405,20181571316,2.01816E+12,1,1,MCI,64,PHX,81,1044,2,1,AA,292
561421,2.01811E+11,2.01811E+13,1,1,MSY,72,BOS,13,1368,2,4,B6,181
84036,2.01811E+11,2.01811E+13,1,1,ANC,1,PDX,92,1542,1,1,AS,480.55
1018223,20181309666,2.01813E+12,1,1,IND,42,DFW,74,761,2,2,AA,367.5
589597,2.01811E+11,2.01811E+13,1,1,DTW,43,FLL,33,1127,2,1,B6,62.5
394208,20181697437,2.01817E+12,1,1,DFW,74,ORD,41,802,2,1,AA,326
640254,2.01811E+11,2.01811E+13,1,1,SRQ,33,JFK,22,1041,2,1,B6,348.5
92344,2.01812E+11,2.01812E+13,1,1,LAX,91,JFK,22,2475,2,3,DL,421.5
977553,2.01814E+11,2.01814E+13,1,1,LAX,91,MSY,72,1670,2,9,WN,129
795782,2.01814E+11,2.01814E+13,1,1,BUR,91,SJC,91,296,2,2,WN,128
819909,2.01814E+11,2.01814E+13,1,1,BWI,35,SJU,3,1565,1,13,WN,184.5
87660,2.01812E+11,2.01812E+13,1,1,JFK,22,FLL,33,1069,2,4,DL,142
316646,2.01814E+11,2.01814E+13,1,1,PDX,92,DEN,82,991,2,1,UA,147
215080,2.01812E+11,2.01812E+13,1,1,OGG,2,MSP,63,3918,1,1,DL,553
31208,20181810686,2.01818E+12,1,1,PHX,81,PIT,23,1814,2,4,AA,184.5
97449,2.01812E+11,2.01812E+13,1,1,JFK,22,MSY,72,1182,2,2,DL,497
28046,20181806735,2.01818E+12,1,1,PHX,81,OGG,2,2845,1,1,AA,253
112200,2.01812E+11,2.01812E+13,1,1,LAS,85,SEA,93,867,2,3,DL,151
333888,20181511020,2.01815E+12,1,1,MCO,33,LAX,91,2218,2,1,AA,193.5
497564,2.01811E+11,2.01811E+13,1,1,HNL,2,SEA,93,2677,1,1,AS,433
861361,2.01814E+11,2.01814E+13,1,1,DCA,38,FLL,33,899,2,1,WN,83
62911,20181929721,2.01819E+12,1,1,PHX,81,SFO,91,651,2,1,AA,197.04
969672,2.01814E+11,2.01814E+13,1,1,LAS,85,TPA,33,1984,2,4,WN,237.5
832327,2.01814E+11,2.01814E+13,1,1,CMH,44,MCO,33,802,2,2,WN,175.94
218825,2.01812E+11,2.01812E+13,1,1,ORD,41,MSP,63,334,2,1,DL,199.5
900375,2.01814E+11,2.01814E+13,1,1,DAL,74,ELP,74,562,2,1,WN,244
553531,2.01811E+11,2.01811E+13,1,1,FLL,33,BOS,13,1237,2,3,B6,310.5
412077,20181721433,2.01817E+12,1,1,ORD,41,SAN,91,1723,2,1,AA,349
618141,2.01811E+11,2.01811E+13,1,1,BUF,22,JFK,22,301,2,6,B6,93
488706,2.01811E+11,2.01811E+13,1,1,SEA,93,BNA,54,1978,2,1,AS,221.5
88044,2.01812E+11,2.01812E+13,1,1,JFK,22,FLL,33,1069,2,1,DL,280
456154,2.01811E+11,2.01811E+13,1,1,SEA,93,MSY,72,2086,2,1,AS,196.5
397632,20181701659,2.01817E+12,1,1,LAS,85,ORD,41,1514,2,1,AA,94
779304,2.01814E+11,2.01814E+13,1,1,BNA,54,TPA,33,612,2,1,WN,91.16
867915,2.01814E+11,2.01814E+13,1,1,MSY,72,DEN,82,1062,2,1,WN,142.93
775492,2.01814E+11,2.01814E+13,1,1,BNA,54,ORF,38,585,2,2,WN,135
241516,2.01814E+11,2.01814E+13,1,1,LAS,85,DEN,82,628,2,3,UA,62
663143,2.01812E+11,2.01812E+13,1,1,PBI,33,ATL,34,545,2,7,DL,194.5
951133,2.01814E+11,2.01814E+13,1,1,ISP,22,MCO,33,971,2,13,WN,200
345585,20181535621,2.01815E+12,1,1,LGA,22,MIA,33,1096,2,1,AA,464
336028,20181515318,2.01815E+12,1,1,MSY,72,LAX,91,1670,2,1,AA,181.5
119004,2.01812E+11,2.01812E+13,1,1,LAX,91,DTW,43,1979,2,1,DL,333.5
736875,2.01812E+11,2.01812E+13,1,1,SNA,91,MSP,63,1522,2,1,DL,410
664781,2.01812E+11,2.01812E+13,1,1,LGA,22,PBI,33,1035,2,5,DL,218.5
420366,20181738192,2.01817E+12,1,1,DFW,74,PBI,33,1102,2,14,AA,186
966848,2.01814E+11,2.01814E+13,1,1,SEA,93,LAS,85,867,2,6,WN,78.5
547467,2.01811E+11,2.01811E+13,1,1,BOS,13,BWI,35,369,2,8,B6,87
260890,2.01814E+11,2.01814E+13,1,1,IAH,74,ORD,41,925,2,1,UA,306.62
917017,2.01814E+11,2.01814E+13,1,1,GEG,93,LAS,85,806,2,1,WN,177.13
1021499,20181312423,2.01813E+12,1,1,DFW,74,LAX,91,1235,2,14,AA,169.5
560185,2.01811E+11,2.01811E+13,1,1,MCO,33,BOS,13,1121,2,5,B6,241.5
516061,2.01811E+11,2.01811E+13,1,1,SAN,91,SEA,93,1050,2,9,AS,133
335520,20181513824,2.01815E+12,1,1,LAX,91,MIA,33,2342,2,1,AA,209.95
854467,2.01814E+11,2.01814E+13,1,1,DAL,74,PHX,81,879,2,5,WN,195
11904,20181785706,2.01818E+12,1,1,PHL,23,SFO,91,2521,2,1,AA,269.35
916455,2.01814E+11,2.01814E+13,1,1,GEG,93,LAS,85,806,2,2,WN,152
311098,2.01814E+11,2.01814E+13,1,1,ORD,41,SFO,91,1846,2,1,UA,344
802436,2.01814E+11,2.01814E+13,1,1,BWI,35,DAL,74,1209,2,2,WN,247
561100,2.01811E+11,2.01811E+13,1,1,BOS,13,MSY,72,1368,2,1,B6,343
292386,2.01814E+11,2.01814E+13,1,1,ORD,41,LAS,85,1514,2,1,UA,694
651826,2.01811E+11,2.01811E+13,1,1,JFK,22,LAX,91,2475,2,1,B6,276.56
818412,2.01814E+11,2.01814E+13,1,1,BWI,35,SAT,74,1407,2,1,WN,520
938204,2.01814E+11,2.01814E+13,1,1,HOU,74,TPA,33,781,2,1,WN,135
375532,20181638325,2.01816E+12,2,1,SFO,91,MIA,33,2585,2,1,AA,393
710303,2.01812E+11,2.01812E+13,1,1,SJC,91,ATL,34,2116,2,1,DL,166.33
140528,2.01812E+11,2.01812E+13,1,1,LGA,22,MCO,33,950,2,2,DL,345
1020249,20181311291,2.01813E+12,1,1,DFW,74,LAS,85,1055,2,1,AA,329
215408,2.01812E+11,2.01812E+13,1,1,OKC,73,ATL,34,761,2,9,DL,158
990868,20181267997,2.01813E+12,1,1,DCA,38,MCO,33,759,2,4,AA,282
331463,2.01814E+11,2.01814E+13,1,1,SAN,91,EWR,21,2425,2,1,UA,530
887861,2.01814E+11,2.01814E+13,1,1,SAN,91,DEN,82,853,2,2,WN,178.5
522048,2.01811E+11,2.01811E+13,1,1,SEA,93,SNA,91,978,2,1,AS,77
519133,2.01811E+11,2.01811E+13,1,1,SEA,93,SJC,91,696,2,4,AS,168
635983,2.01811E+11,2.01811E+13,1,1,JFK,22,SAN,91,2446,2,1,B6,845
578954,2.01811E+11,2.01811E+13,1,1,BWI,35,BOS,13,369,2,1,B6,57.24
914299,2.01814E+11,2.01814E+13,1,1,FLL,33,RDU,36,680,2,1,WN,144
421025,20181739367,2.01817E+12,1,1,PBI,33,ORD,41,1144,2,1,AA,736.5
848908,2.01814E+11,2.01814E+13,1,1,LIT,71,DAL,74,296,2,8,WN,100.5
709182,2.01812E+11,2.01812E+13,1,1,SFO,91,MSP,63,1589,2,1,DL,291
376168,20181639275,2.01816E+12,1,1,MIA,33,SJU,3,1045,1,1,AA,295
2923,20181772974,2.01818E+12,1,1,MIA,33,JFK,22,1089,2,1,AA,137.29
934887,2.01814E+11,2.01814E+13,1,1,BWI,35,HOU,74,1246,2,1,WN,251.2
402927,20181708508,2.01817E+12,1,1,ORD,41,MCO,33,1005,2,16,AA,242
685880,2.01812E+11,2.01812E+13,1,1,DTW,43,RSW,33,1084,2,3,DL,234
234205,2.01814E+11,2.01814E+13,1,1,SAN,91,IAH,74,1303,2,1,UA,503
653404,2.01811E+11,2.01811E+13,1,1,PDX,92,LGB,91,846,2,2,B6,138
371987,20181630658,2.01816E+12,1,1,MIA,33,MSY,72,675,2,1,AA,338.5
968088,2.01814E+11,2.01814E+13,1,1,LAS,85,SLC,87,368,2,1,WN,267
114688,2.01812E+11,2.01812E+13,1,1,LAX,91,AUS,74,1242,2,1,DL,122.5
329230,2.01814E+11,2.01814E+13,1,1,EWR,21,RSW,33,1068,2,2,UA,157
753337,2.01813E+11,2.01813E+13,1,1,MSP,63,MIA,33,1501,2,1,SY,245
845098,2.01814E+11,2.01814E+13,1,1,DAL,74,HOU,74,239,2,2,WN,126.5
130870,2.01812E+11,2.01812E+13,1,1,LAX,91,SLC,87,590,2,1,DL,110.5
517364,2.01811E+11,2.01811E+13,1,1,SAT,74,SEA,93,1774,2,6,AS,231
780636,2.01814E+11,2.01814E+13,1,1,LAS,85,DEN,82,628,2,1,WN,94.09
858689,2.01814E+11,2.01814E+13,1,1,TPA,33,DAL,74,917,2,1,WN,150.5
110773,2.01812E+11,2.01812E+13,1,1,LAS,85,JFK,22,2248,2,1,DL,343
691837,2.01812E+11,2.01812E+13,1,1,SAT,74,SLC,87,1087,2,1,DL,200
694911,2.01812E+11,2.01812E+13,1,1,SEA,93,AUS,74,1770,2,1,DL,417.91
845804,2.01814E+11,2.01814E+13,1,1,PIT,23,DAL,74,1060,2,1,WN,113.85
303131,2.01814E+11,2.01814E+13,1,1,ORD,41,PHL,23,678,2,1,UA,517
70583,20181961515,2.0182E+12,1,1,STL,64,CLT,36,575,2,1,AA,812
894464,2.01814E+11,2.01814E+13,1,1,DSM,61,LAS,85,1216,2,12,WN,135.5
214553,2.01812E+11,2.01812E+13,1,1,SLC,87,OAK,91,588,2,10,DL,108
252427,2.01814E+11,2.01814E+13,1,1,KOA,2,LAX,91,2504,1,5,UA,322
879954,2.01814E+11,2.01814E+13,1,1,MCO,33,PHX,81,1849,2,1,WN,260.88
979834,2.01814E+11,2.01814E+13,1,1,PHX,81,LAX,91,370,2,2,WN,145.5
106237,2.01812E+11,2.01812E+13,1,1,JFK,22,SLC,87,1990,2,1,DL,115
290758,2.01814E+11,2.01814E+13,1,1,IAH,74,ORD,41,925,2,1,UA,168
511861,2.01811E+11,2.01811E+13,1,1,SEA,93,PDX,92,129,2,1,AS,160
571845,2.01811E+11,2.01811E+13,1,1,BOS,13,SJU,3,1674,1,1,B6,147
436195,2.01811E+11,2.01811E+13,1,1,BOS,13,PDX,92,2537,2,1,AS,800
574140,2.01811E+11,2.01811E+13,1,1,BOS,13,TPA,33,1185,2,1,B6,200
858634,2.01814E+11,2.01814E+13,1,1,DAL,74,TPA,33,917,2,2,WN,127.5
757197,2.01813E+11,2.01813E+13,1,1,SFO,91,MSP,63,1589,2,2,SY,137
1001068,20181290748,2.01813E+12,1,1,ATL,34,DFW,74,731,2,1,AA,167
409289,20181717613,2.01817E+12,1,1,PHX,81,ORD,41,1440,2,7,AA,484
733528,2.01812E+11,2.01812E+13,1,1,SLC,87,SNA,91,588,2,1,DL,815
135979,2.01812E+11,2.01812E+13,1,1,LGA,22,DEN,82,1620,2,1,DL,346.36
905397,2.01814E+11,2.01814E+13,1,1,PHX,81,EWR,21,2133,2,2,WN,200.5
296089,2.01814E+11,2.01814E+13,1,1,ORD,41,LGA,22,733,2,3,UA,80
993813,20181274445,2.01813E+12,1,1,DCA,38,PBI,33,857,2,1,AA,220
358299,20181595544,2.01816E+12,1,1,DFW,74,MEM,54,431,2,1,AA,166.71
331549,2.01814E+11,2.01814E+13,1,1,SAN,91,EWR,21,2425,2,1,UA,166.2
924467,2.01814E+11,2.01814E+13,1,1,DAL,74,HOU,74,239,2,2,WN,238.5
371432,20181629154,2.01816E+12,1,1,MIA,33,MCO,33,192,2,1,AA,451
540183,2.01811E+11,2.01811E+13,1,1,LGB,91,AUS,74,1226,2,15,B6,98
729064,2.01812E+11,2.01812E+13,1,1,SLC,87,PHX,81,507,2,4,DL,128
933759,2.01814E+11,2.01814E+13,1,1,HOU,74,MSY,72,302,2,1,WN,208
