,ItinID,MktID,MktCoupons,Quarter,Origin,OriginWac,Dest,DestWac,Miles,ContiguousUSA,NumTicketsOrdered,AirlineCompany,PricePerTicket
586254,2.01811E+11,2.01811E+13,1,1,MCO,33,DCA,38,759,2,2,B6,109.5
310750,2.01814E+11,2.01814E+13,1,1,ORD,41,SFO,91,1846,2,1,UA,232.5
373705,20181633797,2.01816E+12,1,1,MIA,33,PHX,81,1972,2,1,AA,504
716348,2.01812E+11,2.01812E+13,1,1,DEN,82,SLC,87,391,2,5,DL,85
454774,2.01811E+11,2.01811E+13,1,1,SEA,93,MCI,64,1489,2,5,AS,134
824711,2.01814E+11,2.01814E+13,1,1,CLE,44,MCO,33,895,2,2,WN,137.5
829188,2.01814E+11,2.01814E+13,1,1,CMH,44,BWI,35,337,2,1,WN,235
231914,2.01814E+11,2.01814E+13,1,1,IAH,74,PHL,23,1325,2,2,UA,787
391416,20181693340,2.01817E+12,1,1,DCA,38,ORD,41,612,2,1,AA,158.5
568120,2.01811E+11,2.01811E+13,1,1,BOS,13,RSW,33,1249,2,2,B6,548
687409,2.01812E+11,2.01812E+13,1,1,SAN,91,ATL,34,1892,2,1,DL,270.5
26181,20181804313,2.01818E+12,1,1,MCO,33,PHX,81,1849,2,1,AA,382.5
14098,20181787583,2.01818E+12,1,1,PHL,23,TPA,33,920,2,2,AA,154
232716,2.01814E+11,2.01814E+13,1,1,PHX,81,IAH,74,1009,2,2,UA,407
409428,20181717972,2.01817E+12,1,1,SFO,91,ORD,41,1846,2,1,AA,107.84
543049,2.01811E+11,2.01811E+13,1,1,PBI,33,BDL,11,1133,2,7,B6,203
205766,2.01812E+11,2.01812E+13,1,1,MSP,63,SFO,91,1589,2,9,DL,286.5
521442,2.01811E+11,2.01811E+13,1,1,SMF,91,SEA,93,605,2,11,AS,67.5
955161,2.01814E+11,2.01814E+13,1,1,LAS,85,ABQ,86,486,2,8,WN,170.5
937200,2.01814E+11,2.01814E+13,1,1,HOU,74,SMF,91,1624,2,1,WN,167
401308,20181705438,2.01817E+12,1,1,LGA,22,ORD,41,733,2,1,AA,176
578087,2.01811E+11,2.01811E+13,1,1,MCO,33,BUF,22,1011,2,1,B6,197
60276,20181921594,2.01819E+12,1,1,SFO,91,ORD,41,1846,2,1,AA,327
138627,2.01812E+11,2.01812E+13,1,1,LGA,22,FLL,33,1076,2,7,DL,390
100426,2.01812E+11,2.01812E+13,1,1,PHX,81,JFK,22,2153,2,1,DL,644.5
608634,2.01811E+11,2.01811E+13,1,1,SWF,22,FLL,33,1118,2,2,B6,154.5
19005,20181795593,2.01818E+12,1,1,PHX,81,DFW,74,868,2,1,AA,275.86
21949,20181799978,2.01818E+12,1,1,PHX,81,HNL,2,2917,1,1,AA,421.38
55363,20181908681,2.01819E+12,1,1,SEA,93,PHX,81,1107,2,7,AA,317
624256,2.01811E+11,2.01811E+13,1,1,JFK,22,LAS,85,2248,2,2,B6,151.5
132880,2.01812E+11,2.01812E+13,1,1,LGA,22,ATL,34,762,2,1,DL,711
839693,2.01814E+11,2.01814E+13,1,1,DAL,74,AUS,74,189,2,1,WN,189
634009,2.01811E+11,2.01811E+13,1,1,JFK,22,RNO,85,2411,2,1,B6,294
328802,2.01814E+11,2.01814E+13,1,1,DEN,82,RSW,33,1607,2,1,UA,263
369334,20181624776,2.01816E+12,1,1,MIA,33,LGA,22,1096,2,1,AA,322
1014483,20181305380,2.01813E+12,1,1,FLL,33,DFW,74,1119,2,1,AA,233
430535,20181764651,2.01818E+12,1,1,FLL,33,PHL,23,992,2,6,AA,87.5
186080,2.01812E+11,2.01812E+13,1,1,MSP,63,JFK,22,1029,2,1,DL,182
284209,2.01814E+11,2.01814E+13,1,1,DEN,82,ORD,41,888,2,2,UA,605
163283,2.01812E+11,2.01812E+13,2,1,MDT,23,PNS,33,891,2,1,DL,481.5
328201,2.01814E+11,2.01814E+13,1,1,SFO,91,RNO,85,192,2,1,UA,203.5
585385,2.01811E+11,2.01811E+13,1,1,DCA,38,FLL,33,899,2,1,B6,467
27145,20181806017,2.01818E+12,1,1,PHX,81,MSP,63,1276,2,1,AA,323
462432,2.01811E+11,2.01811E+13,1,1,ANC,1,PDX,92,1542,1,1,AS,187.5
810916,2.01814E+11,2.01814E+13,1,1,MDW,41,BWI,35,611,2,5,WN,76.5
259147,2.01814E+11,2.01814E+13,1,1,LGA,22,DEN,82,1620,2,1,UA,270
746279,2.01812E+11,2.01812E+13,1,1,TPA,33,MSP,63,1306,2,1,DL,170.5
436294,2.01811E+11,2.01811E+13,1,1,BOS,13,PDX,92,2537,2,1,AS,209.5
431486,20181765645,2.01818E+12,1,1,IAH,74,PHL,23,1325,2,1,AA,605.5
413169,20181722253,2.01817E+12,1,1,ORD,41,SEA,93,1721,2,1,AA,307
548251,2.01811E+11,2.01811E+13,1,1,CHS,37,BOS,13,818,2,2,B6,112.5
165326,2.01812E+11,2.01812E+13,1,1,LAX,91,MEM,54,1619,2,1,DL,297
44682,20181860060,2.01819E+12,1,1,DFW,74,RIC,38,1158,2,5,AA,160.5
594239,2.01811E+11,2.01811E+13,1,1,PBI,33,EWR,21,1023,2,3,B6,327.5
783237,2.01814E+11,2.01814E+13,1,1,BOS,13,BWI,35,369,2,1,WN,201
140799,2.01812E+11,2.01812E+13,1,1,MCO,33,JFK,22,944,2,1,DL,135.57
851793,2.01814E+11,2.01814E+13,1,1,DAL,74,MKE,45,850,2,3,WN,146.5
666932,2.01812E+11,2.01812E+13,1,1,PDX,92,LAX,91,834,2,3,DL,138.5
17909,20181794096,2.01818E+12,1,1,DCA,38,PHX,81,1979,2,1,AA,351.5
303582,2.01814E+11,2.01814E+13,1,1,ORD,41,PHL,23,678,2,1,UA,322.5
19228,20181797266,2.01818E+12,1,1,PHX,81,DFW,74,868,2,1,AA,58.5
516028,2.01811E+11,2.01811E+13,1,1,SEA,93,SAN,91,1050,2,11,AS,124
902245,2.01814E+11,2.01814E+13,1,1,LAS,85,ELP,74,583,2,1,WN,98.89
666045,2.01812E+11,2.01812E+13,1,1,HNL,2,PDX,92,2603,1,1,DL,417.5
281923,2.01814E+11,2.01814E+13,1,1,ORD,41,DCA,38,612,2,8,UA,246
794054,2.01814E+11,2.01814E+13,1,1,BUR,91,PDX,92,817,2,1,WN,136.5
349060,20181540662,2.01815E+12,1,1,LGA,22,ORD,41,733,2,1,AA,331
760766,2.01813E+11,2.01813E+13,1,1,ATL,34,EWR,21,746,2,5,UA,149
946040,2.01814E+11,2.01814E+13,1,1,IND,42,LAX,91,1814,2,8,WN,187
221715,2.01814E+11,2.01814E+13,1,1,LAS,85,IAH,74,1222,2,3,UA,222.5
257547,2.01814E+11,2.01814E+13,1,1,LAX,91,SFO,91,337,2,1,UA,132
864438,2.01814E+11,2.01814E+13,1,1,OMA,65,DCA,38,1012,2,3,WN,122
723617,2.01812E+11,2.01812E+13,1,1,SLC,87,MCI,64,920,2,1,DL,375.44
241581,2.01814E+11,2.01814E+13,1,1,LAS,85,DEN,82,628,2,2,UA,124
61037,20181923094,2.01819E+12,1,1,SFO,91,PHX,81,651,2,1,AA,277
332736,20181508273,2.01815E+12,1,1,LAS,85,LAX,91,236,2,1,AA,259
840050,2.01814E+11,2.01814E+13,1,1,DAL,74,BNA,54,623,2,5,WN,74
349724,20181565078,2.01816E+12,1,1,MCI,64,CLT,36,808,2,1,AA,463
301712,2.01814E+11,2.01814E+13,1,1,MSY,72,ORD,41,837,2,3,UA,271.5
698732,2.01812E+11,2.01812E+13,1,1,SEA,93,KOA,2,2688,1,1,DL,403.5
658918,2.01811E+11,2.01811E+13,1,1,MCO,33,EWR,21,937,2,8,B6,127
597602,2.01811E+11,2.01811E+13,1,1,AUS,74,FLL,33,1105,2,1,B6,138
672425,2.01812E+11,2.01812E+13,1,1,ATL,34,PHX,81,1587,2,1,DL,405.5
239210,2.01814E+11,2.01814E+13,1,1,IAH,74,TPA,33,787,2,1,UA,225.5
84490,2.01811E+11,2.01811E+13,1,1,ANC,1,SCC,1,626,1,2,AS,391.5
101501,2.01812E+11,2.01812E+13,1,1,JFK,22,SAN,91,2446,2,1,DL,194.5
611870,2.01811E+11,2.01811E+13,1,1,HPN,22,PBI,33,1056,2,2,B6,379.5
905839,2.01814E+11,2.01814E+13,1,1,ALB,22,FLL,33,1204,2,1,WN,99
407155,20181714965,2.01817E+12,1,1,ORD,41,PHL,23,678,2,2,AA,168.91
258738,2.01814E+11,2.01814E+13,1,1,DEN,82,LGA,22,1620,2,3,UA,150
132496,2.01812E+11,2.01812E+13,1,1,LEX,52,ATL,34,304,2,1,DL,352.5
101255,2.01812E+11,2.01812E+13,1,1,JFK,22,SAN,91,2446,2,3,DL,430
997328,20181281580,2.01813E+12,1,1,DEN,82,DFW,74,641,2,6,AA,304.5
21303,20181799455,2.01818E+12,1,1,PHX,81,EWR,21,2133,2,1,AA,244.5
786198,2.01814E+11,2.01814E+13,1,1,STL,64,BOS,13,1047,2,1,WN,217
328074,2.01814E+11,2.01814E+13,1,1,DEN,82,RNO,85,804,2,1,UA,219
1025283,20181318613,2.01813E+12,1,1,MCO,33,DFW,74,985,2,9,AA,138
861447,2.01814E+11,2.01814E+13,1,1,DCA,38,FLL,33,899,2,1,WN,124.5
75925,20181987356,2.0182E+12,1,1,DFW,74,TPA,33,929,2,1,AA,271
754192,2.01813E+11,2.01813E+13,1,1,PHX,81,MSP,63,1276,2,2,SY,129
441281,2.01811E+11,2.01811E+13,1,1,DEN,82,SEA,93,1024,2,1,AS,134.07
915244,2.01814E+11,2.01814E+13,1,1,TPA,33,FLL,33,197,2,1,WN,178.5
802543,2.01814E+11,2.01814E+13,1,1,DAL,74,BWI,35,1209,2,5,WN,65
600189,2.01811E+11,2.01811E+13,1,1,DCA,38,FLL,33,899,2,1,B6,61.5
269411,2.01814E+11,2.01814E+13,1,1,MIA,33,DEN,82,1709,2,1,UA,149.5
522678,2.01811E+11,2.01811E+13,1,1,SNA,91,SEA,93,978,2,4,AS,125
650494,2.01811E+11,2.01811E+13,1,1,LGA,22,PBI,33,1035,2,1,B6,328.5
439803,2.01811E+11,2.01811E+13,1,1,ANC,1,CDV,1,160,1,1,AS,165.5
846134,2.01814E+11,2.01814E+13,1,1,DAL,74,IND,42,755,2,1,WN,126.48
258161,2.01814E+11,2.01814E+13,1,1,LGA,22,DEN,82,1620,2,1,UA,454
907653,2.01814E+11,2.01814E+13,1,1,FLL,33,BUF,22,1166,2,1,WN,193.5
411017,20181720687,2.01817E+12,1,1,ORD,41,RSW,33,1120,2,3,AA,283
834605,2.01814E+11,2.01814E+13,1,1,CMH,44,PHX,81,1670,2,1,WN,225.43
458866,2.01811E+11,2.01811E+13,1,1,SEA,93,OAK,91,672,2,2,AS,90
988189,20181264144,2.01813E+12,1,1,DFW,74,ICT,62,328,2,1,AA,83.58
474216,2.01811E+11,2.01811E+13,1,1,SAN,91,PDX,92,933,2,1,AS,233
602948,2.01811E+11,2.01811E+13,1,1,FLL,33,JFK,22,1069,2,2,B6,198.5
110897,2.01812E+11,2.01812E+13,1,1,LAS,85,JFK,22,2248,2,8,DL,691
789064,2.01814E+11,2.01814E+13,1,1,BUF,22,MCO,33,1011,2,1,WN,301.5
542287,2.01811E+11,2.01811E+13,1,1,MCO,33,BDL,11,1050,2,1,B6,145
778637,2.01814E+11,2.01814E+13,1,1,MCI,64,BNA,54,491,2,1,WN,157.12
277086,2.01814E+11,2.01814E+13,1,1,BOS,13,LAX,91,2611,2,1,UA,618.95
991359,20181268713,2.01813E+12,1,1,MIA,33,BWI,35,946,2,1,AA,167.39
802085,2.01814E+11,2.01814E+13,1,1,CVG,52,BWI,35,430,2,1,WN,108.2
684770,2.01812E+11,2.01812E+13,2,1,RSW,33,MSN,45,1222,2,1,DL,397.5
744972,2.01812E+11,2.01812E+13,1,1,LAX,91,TPA,33,2158,2,1,DL,327.5
135181,2.01812E+11,2.01812E+13,1,1,LGA,22,BOS,13,184,2,2,DL,104
94512,2.01812E+11,2.01812E+13,1,1,JFK,22,MCO,33,944,2,3,DL,121.12
16045,20181789494,2.01818E+12,1,1,BOS,13,PHX,81,2300,2,2,AA,304.5
233087,2.01814E+11,2.01814E+13,1,1,IAH,74,RSW,33,861,2,6,UA,228
874480,2.01814E+11,2.01814E+13,1,1,DEN,82,HOU,74,883,2,5,WN,230
416993,20181725845,2.01817E+12,1,1,SNA,91,ORD,41,1726,2,6,AA,329
35054,20181814456,2.01818E+12,1,1,SMF,91,PHX,81,647,2,1,AA,280
201680,2.01812E+11,2.01812E+13,1,1,MSP,63,RSW,33,1416,2,5,DL,318
386386,20181683136,2.01817E+12,1,1,DFW,74,ONT,91,1188,2,1,AA,224.5
923055,2.01814E+11,2.01814E+13,1,1,BWI,35,HOU,74,1246,2,1,WN,218.5
626844,2.01811E+11,2.01811E+13,1,1,JFK,22,LGB,91,2465,2,1,B6,243
249862,2.01814E+11,2.01814E+13,1,1,LAX,91,IAD,38,2288,2,3,UA,981
660230,2.01811E+11,2.01811E+13,1,1,MCO,33,JFK,22,944,2,1,B6,180.5
973038,2.01814E+11,2.01814E+13,1,1,LAX,91,DAL,74,1246,2,1,WN,273
397142,20181700987,2.01817E+12,1,1,ORD,41,JFK,22,740,2,2,AA,99
857878,2.01814E+11,2.01814E+13,1,1,DAL,74,STL,64,546,2,3,WN,78
720090,2.01812E+11,2.01812E+13,1,1,IAH,74,SLC,87,1195,2,3,DL,188
899985,2.01814E+11,2.01814E+13,2,1,ELP,74,FLL,33,1633,2,1,WN,209.13
160553,2.01812E+11,2.01812E+13,1,1,MCO,33,LGA,22,950,2,1,DL,314
98932,2.01812E+11,2.01812E+13,1,1,JFK,22,PBI,33,1028,2,1,DL,112.62
435430,2.01811E+11,2.01811E+13,1,1,BLI,93,OGG,2,2681,1,1,AS,603.5
505084,2.01811E+11,2.01811E+13,1,1,LIH,2,SEA,93,2701,1,1,AS,615.5
29850,20181808763,2.01818E+12,1,1,PHX,81,ORD,41,1440,2,2,AA,267.5
636041,2.01811E+11,2.01811E+13,1,1,JFK,22,SAN,91,2446,2,2,B6,179.5
447777,2.01811E+11,2.01811E+13,1,1,SEA,93,JFK,22,2422,2,3,AS,247
332158,2.01814E+11,2.01814E+13,1,1,SAN,91,IAH,74,1303,2,1,UA,816
789009,2.01814E+11,2.01814E+13,1,1,MCO,33,BUF,22,1011,2,3,WN,266
977822,2.01814E+11,2.01814E+13,1,1,MSY,72,LAX,91,1670,2,1,WN,119.5
870762,2.01814E+11,2.01814E+13,1,1,DEN,82,CMH,44,1154,2,1,WN,484.5
147631,2.01812E+11,2.01812E+13,1,1,PBI,33,LGA,22,1035,2,4,DL,179
55247,20181908527,2.01819E+12,1,1,SEA,93,PHL,23,2378,2,1,AA,315.5
929230,2.01814E+11,2.01814E+13,1,1,HOU,74,LAX,91,1390,2,1,WN,169
44806,20181860123,2.01819E+12,1,1,DFW,74,RIC,38,1158,2,4,AA,316
77769,20181992148,2.0182E+12,1,1,TPA,33,PHL,23,920,2,2,AA,226.5
603606,2.01811E+11,2.01811E+13,1,1,FLL,33,LAS,85,2173,2,1,B6,283
1000772,20181290577,2.01813E+12,1,1,ATL,34,DFW,74,731,2,1,AA,78
888908,2.01814E+11,2.01814E+13,1,1,DEN,82,SEA,93,1024,2,1,WN,193
630726,2.01811E+11,2.01811E+13,1,1,JFK,22,PBI,33,1028,2,1,B6,341.83
376292,20181639422,2.01816E+12,1,1,MIA,33,SJU,3,1045,1,2,AA,115.5
460701,2.01811E+11,2.01811E+13,1,1,ONT,91,PDX,92,838,2,1,AS,130
625018,2.01811E+11,2.01811E+13,1,1,JFK,22,LAS,85,2248,2,1,B6,573
120365,2.01812E+11,2.01812E+13,1,1,LAX,91,HNL,2,2556,1,3,DL,598
328580,2.01814E+11,2.01814E+13,1,1,RSW,33,DEN,82,1607,2,1,UA,108
103519,2.01812E+11,2.01812E+13,1,1,JFK,22,SEA,93,2422,2,2,DL,296
343642,20181532206,2.01815E+12,1,1,DFW,74,EWR,21,1372,2,1,AA,248.46
331676,2.01814E+11,2.01814E+13,1,1,SAN,91,IAD,38,2253,2,1,UA,343.54
743063,2.01812E+11,2.01812E+13,1,1,BOS,13,TPA,33,1185,2,1,DL,140.5
75652,20181986881,2.0182E+12,2,1,SJC,91,TPA,33,2367,2,1,AA,169.5
739180,2.01812E+11,2.01812E+13,1,1,STL,64,ATL,34,484,2,1,DL,252.68
132823,2.01812E+11,2.01812E+13,1,1,LGA,22,ATL,34,762,2,1,DL,432
846502,2.01814E+11,2.01814E+13,1,1,DAL,74,LAS,85,1067,2,1,WN,115
592814,2.01811E+11,2.01811E+13,1,1,EWR,21,MCO,33,937,2,4,B6,280
234665,2.01814E+11,2.01814E+13,1,1,IAH,74,DFW,74,224,2,1,UA,143.79
247851,2.01814E+11,2.01814E+13,1,1,EWR,21,LAX,91,2454,2,3,UA,304
68548,20181956850,2.0182E+12,1,1,DFW,74,SNA,91,1205,2,1,AA,249
494449,2.01811E+11,2.01811E+13,1,1,SEA,93,EWR,21,2402,2,1,AS,238.63
619620,2.01811E+11,2.01811E+13,1,1,JFK,22,CLT,36,541,2,2,B6,155.5
303837,2.01814E+11,2.01814E+13,1,1,ORD,41,PHX,81,1440,2,1,UA,188
910126,2.01814E+11,2.01814E+13,1,1,FLL,33,EWR,21,1065,2,2,WN,159.5
902378,2.01814E+11,2.01814E+13,1,1,ELP,74,SAN,91,636,2,1,WN,143.39
938658,2.01814E+11,2.01814E+13,1,1,TUL,73,HOU,74,453,2,3,WN,252
23585,20181801315,2.01818E+12,1,1,PHX,81,LAS,85,255,2,1,AA,215
553516,2.01811E+11,2.01811E+13,1,1,BOS,13,FLL,33,1237,2,4,B6,305.5
442697,2.01811E+11,2.01811E+13,1,1,PDX,92,JFK,22,2454,2,2,AS,128.02
584887,2.01811E+11,2.01811E+13,1,1,DCA,38,FLL,33,899,2,2,B6,159
57872,20181916464,2.01819E+12,1,1,SFO,91,DFW,74,1464,2,1,AA,285.23
799145,2.01814E+11,2.01814E+13,1,1,BDL,11,BWI,35,283,2,1,WN,197
219156,2.01812E+11,2.01812E+13,1,1,ORD,41,SEA,93,1721,2,2,DL,189.5
678509,2.01812E+11,2.01812E+13,1,1,RDU,36,ATL,34,356,2,4,DL,212
775812,2.01814E+11,2.01814E+13,1,1,BNA,54,PHX,81,1449,2,1,WN,195
756825,2.01813E+11,2.01813E+13,1,1,MSP,63,SAN,91,1532,2,3,SY,219
974957,2.01814E+11,2.01814E+13,1,1,LAX,91,IAD,38,2288,2,1,WN,217
1022061,20181312710,2.01813E+12,1,1,DFW,74,LAX,91,1235,2,16,AA,307.5
205658,2.01812E+11,2.01812E+13,1,1,MSP,63,SFO,91,1589,2,3,DL,252.5
379701,20181650297,2.01817E+12,1,1,MSP,63,DFW,74,852,2,1,AA,92
241041,2.01814E+11,2.01814E+13,1,1,DEN,82,KOA,2,3329,1,1,UA,684.5
316411,2.01814E+11,2.01814E+13,1,1,PBI,33,EWR,21,1023,2,1,UA,410
1045904,20181341196,2.01813E+12,1,1,SLC,87,DFW,74,989,2,11,AA,164
880907,2.01814E+11,2.01814E+13,1,1,LGA,22,DEN,82,1620,2,1,WN,212
133479,2.01812E+11,2.01812E+13,1,1,ATL,34,JFK,22,760,2,1,DL,528.8
437381,2.01811E+11,2.01811E+13,1,1,BRW,1,ANC,1,725,1,1,AS,151.5
134519,2.01812E+11,2.01812E+13,1,1,ATL,34,LGA,22,762,2,1,DL,438.5
214605,2.01812E+11,2.01812E+13,1,1,OAK,91,SLC,87,588,2,1,DL,130
268771,2.01814E+11,2.01814E+13,1,1,SFO,91,MCO,33,2446,2,1,UA,336
797713,2.01814E+11,2.01814E+13,1,1,BWI,35,ATL,34,577,2,10,WN,86
635173,2.01811E+11,2.01811E+13,1,1,RSW,33,JFK,22,1074,2,3,B6,183
803690,2.01814E+11,2.01814E+13,1,1,DEN,82,BWI,35,1491,2,1,WN,357
1015914,20181307401,2.01813E+12,1,1,HNL,2,DFW,74,3784,1,1,AA,497
670562,2.01812E+11,2.01812E+13,2,1,GEG,93,PHL,23,2155,2,1,DL,245.5
16100,20181789522,2.01818E+12,1,1,PHX,81,BOS,13,2300,2,2,AA,356.5
324466,2.01814E+11,2.01814E+13,1,1,PIT,23,DEN,82,1290,2,2,UA,236
905462,2.01814E+11,2.01814E+13,1,1,EWR,21,PHX,81,2133,2,1,WN,297.5
575350,2.01811E+11,2.01811E+13,1,1,BQN,3,MCO,33,1129,1,1,B6,315.5
151145,2.01812E+11,2.01812E+13,1,1,LGA,22,TPA,33,1010,2,2,DL,358
684091,2.01812E+11,2.01812E+13,1,1,ATL,34,ROA,38,357,2,1,DL,89.35
97703,2.01812E+11,2.01812E+13,1,1,JFK,22,MSY,72,1182,2,1,DL,216
34343,20181813887,2.01818E+12,1,1,PHX,81,SJU,3,3016,1,2,AA,196.94
765014,2.01813E+11,2.01813E+13,1,1,SFO,91,AUS,74,1504,2,1,UA,292
191681,2.01812E+11,2.01812E+13,1,1,MCO,33,LAX,91,2218,2,1,DL,293.95
26621,20181805264,2.01818E+12,1,1,MIA,33,PHX,81,1972,2,5,AA,332
570341,2.01811E+11,2.01811E+13,1,1,BOS,13,SFO,91,2704,2,1,B6,232
1009346,20181301120,2.01813E+12,1,1,DCA,38,DFW,74,1192,2,3,AA,259
336765,20181516312,2.01815E+12,1,1,OGG,2,LAX,91,2486,1,4,AA,437.5
607575,2.01811E+11,2.01811E+13,1,1,FLL,33,SFO,91,2584,2,2,B6,213.5
799952,2.01814E+11,2.01814E+13,1,1,MKE,45,BWI,35,641,2,1,WN,95.23
355285,20181582202,2.01816E+12,1,1,MCO,33,MIA,33,192,2,1,AA,384
758162,2.01813E+11,2.01813E+13,1,1,MSP,63,TPA,33,1306,2,1,SY,402
568945,2.01811E+11,2.01811E+13,1,1,SAN,91,BOS,13,2588,2,2,B6,343.5
446528,2.01811E+11,2.01811E+13,1,1,SEA,93,DCA,38,2329,2,1,AS,980.34
1017003,20181308316,2.01813E+12,1,1,DFW,74,IAH,74,224,2,1,AA,240
299120,2.01814E+11,2.01814E+13,1,1,MCO,33,ORD,41,1005,2,3,UA,687
568132,2.01811E+11,2.01811E+13,1,1,BOS,13,RSW,33,1249,2,1,B6,557
241243,2.01814E+11,2.01814E+13,2,1,KOA,2,BOS,13,5071,1,1,UA,394
329384,2.01814E+11,2.01814E+13,1,1,RSW,33,EWR,21,1068,2,1,UA,296
869747,2.01814E+11,2.01814E+13,1,1,SJC,91,DEN,82,948,2,1,WN,96.43
58397,20181917609,2.01819E+12,1,1,SFO,91,JFK,22,2586,2,2,AA,227
652733,2.01811E+11,2.01811E+13,1,1,LGB,91,LAS,85,231,2,1,B6,192
1012859,20181303938,2.01813E+12,1,1,DFW,74,ELP,74,551,2,1,AA,369.5
62541,20181928175,2.01819E+12,1,1,ORD,41,SJC,91,1829,2,6,AA,173
685353,2.01812E+11,2.01812E+13,1,1,RSW,33,BOS,13,1249,2,2,DL,494
947103,2.01814E+11,2.01814E+13,1,1,MCO,33,IND,42,829,2,6,WN,116.5
978556,2.01814E+11,2.01814E+13,1,1,OAK,91,LAX,91,337,2,1,WN,95.5
28174,20181806799,2.01818E+12,1,1,PHX,81,OGG,2,2845,1,1,AA,334
193168,2.01812E+11,2.01812E+13,1,1,MEM,54,MSP,63,700,2,1,DL,173.5
65621,20181944621,2.01819E+12,1,1,MIA,33,SLC,87,2088,2,1,AA,194.5
115074,2.01812E+11,2.01812E+13,1,1,LAX,91,AUS,74,1242,2,2,DL,381.5
846740,2.01814E+11,2.01814E+13,1,1,DAL,74,LAS,85,1067,2,1,WN,193.5
462794,2.01811E+11,2.01811E+13,1,1,AUS,74,PDX,92,1715,2,1,AS,127
838832,2.01814E+11,2.01814E+13,1,1,DAL,74,ATL,34,721,2,13,WN,89.5
227608,2.01814E+11,2.01814E+13,1,1,IAH,74,MIA,33,964,2,14,UA,248
579208,2.01811E+11,2.01811E+13,1,1,BWI,35,BOS,13,369,2,3,B6,146
291583,2.01814E+11,2.01814E+13,1,1,ORD,41,IND,42,177,2,1,UA,171
964759,2.01814E+11,2.01814E+13,1,1,PHX,81,LAS,85,255,2,1,WN,101
6833,20181779207,2.01818E+12,1,1,MIA,33,PHL,23,1013,2,1,AA,258.41
146015,2.01812E+11,2.01812E+13,1,1,LGA,22,MSY,72,1183,2,1,DL,299.99
773865,2.01814E+11,2.01814E+13,1,1,BNA,54,MDW,41,395,2,2,WN,256
896448,2.01814E+11,2.01814E+13,1,1,DTW,43,BWI,35,409,2,1,WN,70.2
120243,2.01812E+11,2.01812E+13,1,1,LAX,91,HNL,2,2556,1,1,DL,428.5
452454,2.01811E+11,2.01811E+13,1,1,PDX,92,LAX,91,834,2,3,AS,110
821481,2.01814E+11,2.01814E+13,1,1,TPA,33,BWI,35,842,2,1,WN,189.5
347957,20181539101,2.01815E+12,1,1,LGA,22,ORD,41,733,2,1,AA,313
732835,2.01812E+11,2.01812E+13,1,1,SLC,87,SJC,91,584,2,1,DL,172.5
1046071,20181341287,2.01813E+12,1,1,DFW,74,SLC,87,989,2,1,AA,235
759285,2.01813E+11,2.01813E+13,1,1,SFO,91,MSP,63,1589,2,13,SY,129
259859,2.01814E+11,2.01814E+13,1,1,AUS,74,EWR,21,1504,2,1,UA,126.71
199132,2.01812E+11,2.01812E+13,1,1,PHX,81,MSP,63,1276,2,11,DL,239
448688,2.01811E+11,2.01811E+13,1,1,JNU,1,SEA,93,909,1,4,AS,209.5
31465,20181811119,2.01818E+12,1,1,PHX,81,RNO,85,601,2,1,AA,101.5
766874,2.01813E+11,2.01813E+13,1,1,BOI,83,DEN,82,649,2,2,UA,162
739495,2.01812E+11,2.01812E+13,1,1,ATL,34,STL,64,484,2,7,DL,138.5
478876,2.01811E+11,2.01811E+13,1,1,PHX,81,SEA,93,1107,2,1,AS,278
833763,2.01814E+11,2.01814E+13,1,1,MDW,41,PHL,23,668,2,1,WN,105.36
120663,2.01812E+11,2.01812E+13,1,1,LAX,91,IND,42,1814,2,1,DL,249
744175,2.01812E+11,2.01812E+13,1,1,LGA,22,TPA,33,1010,2,1,DL,192.98
751533,2.01813E+11,2.01813E+13,1,1,LAX,91,MSP,63,1535,2,1,SY,211
467626,2.01811E+11,2.01811E+13,1,1,LAS,85,PDX,92,763,2,11,AS,187
37875,20181820676,2.01818E+12,1,1,PIT,23,DFW,74,1067,2,8,AA,239
637108,2.01811E+11,2.01811E+13,1,1,JFK,22,SEA,93,2422,2,1,B6,220.14
446040,2.01811E+11,2.01811E+13,1,1,SAN,91,HNL,2,2614,1,2,AS,208
707334,2.01812E+11,2.01812E+13,1,1,SFO,91,DTW,43,2079,2,1,DL,586
345309,20181535321,2.01815E+12,1,1,LGA,22,MIA,33,1096,2,2,AA,99
832797,2.01814E+11,2.01814E+13,1,1,CMH,44,MCO,33,802,2,1,WN,246
936809,2.01814E+11,2.01814E+13,1,1,HOU,74,SAT,74,192,2,5,WN,158.5
841861,2.01814E+11,2.01814E+13,1,1,DAL,74,CLT,36,926,2,1,WN,473.88
246133,2.01814E+11,2.01814E+13,1,1,LAX,91,DEN,82,862,2,1,UA,97.5
235925,2.01814E+11,2.01814E+13,1,1,IAH,74,SFO,91,1635,2,1,UA,281.5
919702,2.01814E+11,2.01814E+13,1,1,RSW,33,GRR,43,1147,2,5,WN,335.5
444496,2.01811E+11,2.01811E+13,1,1,FAI,1,SEA,93,1533,1,4,AS,194
831756,2.01814E+11,2.01814E+13,1,1,LAS,85,CMH,44,1771,2,14,WN,230.5
233606,2.01814E+11,2.01814E+13,1,1,IAH,74,SAN,91,1303,2,2,UA,147
